"geonameid","name","asciiname","alternatenames","latitude","longitude","feature_class","feature_code","country_code","cc2","admin1_code","admin2_code","admin3_code","admin4_code","population","elevation","dem","timezone","modification date"
1515326,"Shargat Uul","Shargat Uul","",48.6,92.23333,"T","MT","MN","",12,NA,NA,NA,0,NA,2085,"Asia/Hovd","1994-01-14"
1515327,"Sharga Morĭtïn Hooloy","Sharga Moritin Hooloy","Sha-la-ko-mao-jih-t'ing-hao-lei,Sha-la-ko-mao-jih-t’ing-hao-lei,Sharga Moritin Hooloy,Sharga Morĭtïn Hooloy",44.58333,94.38333,"T","DPR","MN","MN",10,NA,NA,NA,0,NA,993,"Asia/Hovd","2012-01-17"
1515328,"Shargaiin Gol","Shargaiin Gol","Sharagingol,Sharga Gol,Shargaiin Gol,Shargyn gol",49.75,98.9,"H","STM","MN","MN",13,NA,NA,NA,0,NA,1749,"Asia/Ulaanbaatar","2012-01-17"
1515329,"Sharga","Sharga","Sharga,Tsagaan Uula Suma,Tsagaan uula,Tsagaan uula sumu,Tsagaan-Uul,Tsagan Ula Sume,Tsagan-Ula,Tsagan-Ula somon",49.8,98.8,"P","PPLA2","MN","",13,NA,NA,NA,0,NA,2002,"Asia/Ulaanbaatar","2012-01-17"
1515330,"Sharga","Sharga","",49.59725,98.69207,"P","PPL","MN","",13,NA,NA,NA,0,NA,1806,"Asia/Ulaanbaatar","2007-10-18"
1515331,"Sharga","Sharga","Sharga",46.25,95.26667,"P","PPLA2","MN","",10,NA,NA,NA,0,NA,998,"Asia/Hovd","2012-01-17"
1515332,"Sharbulag","Sharbulag","Dsabkhan Sume,Dzabhan Gol,Dzabhan Suma,Dzabhan gol sumu,Dzabkhan,Dzabkhan-Gol-Sumu,Dzavhan,Dzawkhan,Sharbulag,Tszabkhan somon,Дзабхан",48.81667,93.1,"P","PPLA2","MN","",19,NA,NA,NA,0,NA,1046,"Asia/Hovd","2012-01-17"
1515333,"Shara Usanii Hudag","Shara Usanii Hudag","Shara Usanii Hudag,Shara usuni khuduk",50.28333,92.23333,"H","WLL","MN","MN",19,NA,NA,NA,0,NA,774,"Asia/Hovd","2012-01-17"
1515334,"Shara Teeg Uula","Shara Teeg Uula","Gora Shara Teg Ula,Shara Teeg Uula",44.11667,95.85,"T","MT","MN","MN",10,NA,NA,NA,0,NA,1227,"Asia/Hovd","2012-01-17"
1515335,"Sharaldayn Ih Sayr","Sharaldayn Ih Sayr","A-hsi-k'o-su-ching-kan Kou,A-hsi-k’o-su-ching-kan Kou,Sharaldayn Ih Sayr",44.01667,95.31667,"H","WAD","MN","CN",0,NA,NA,NA,0,NA,717,"Asia/Hovd","2014-03-06"
1515336,"Sha-la-le-tai Shan","Sha-la-le-tai Shan","Sha-la-le-tai Shan,Sharaldayn Dombon,Sharaldayn Dömbön",44.05,95.33333,"T","MT","MN","CN",0,NA,NA,NA,0,NA,771,"Asia/Hovd","2014-03-06"
1515337,"Shara Hulasanii Nuruu","Shara Hulasanii Nuruu","Gora Shara khulusuni Nuru,Shara Hulasanii Nuruu",43.31667,97.38333,"T","MT","MN","MN",10,NA,NA,NA,0,NA,1439,"Asia/Hovd","2012-01-17"
1515338,"Shara Hulasanii Bulag","Shara Hulasanii Bulag","Rodnik Shara khulusuni bulak,Sha-la-hu-lu-sung,Shara Hulasanii Bulag,Shara Hulusuni bulag,Shara Khulusuni Buluk",43.3,97.75,"H","SPNG","MN","MN",10,NA,NA,NA,0,NA,1333,"Asia/Ulaanbaatar","2012-01-17"
1515339,"Shara Ergiin Sayr","Shara Ergiin Sayr","",43.55,96.05,"H","STM","MN","",10,NA,NA,NA,0,NA,904,"Asia/Hovd","1994-01-14"
1515340,"Shara Bulag","Shara Bulag","Rodnik Shara bulak,Shara Bulag",47.05,91.26667,"H","SPNG","MN","MN",3,NA,NA,NA,0,NA,2546,"Asia/Hovd","2012-01-17"
1515341,"Shara Belchiriin Bayshing","Shara Belchiriin Bayshing","Shara Belchiriin Bayshin,Shara Belchiriin Bayshing,Shara Bilchiriin Bayshing",45.6,95.26667,"P","PPL","MN","MN",10,NA,NA,NA,0,NA,2112,"Asia/Hovd","2012-01-17"
1515342,"Shangiyn Salaa","Shangiyn Salaa","Shang-ken-sa-la,Shangiyn Salaa",46.6,91.06667,"H","STM","MN","MN",12,NA,NA,NA,0,NA,2338,"Asia/Hovd","2012-01-17"
1515343,"Shanda Uula","Shanda Uula","Gora Shanda Ula,Shanda Uula",46.85,93.15,"T","MT","MN","MN",12,NA,NA,NA,0,NA,3119,"Asia/Hovd","2012-01-17"
1515344,"Shandanii Ehin Bulag","Shandanii Ehin Bulag","Rodnik Shandani ekhin bulak,Shandanii Ehin Bulag",45.5,97.75,"H","SPNG","MN","MN",10,NA,NA,NA,0,NA,2138,"Asia/Hovd","2012-01-17"
1515345,"Shandanii Ehin Bulag","Shandanii Ehin Bulag","",45.53333,97.7,"T","MT","MN","",10,NA,NA,NA,0,NA,2443,"Asia/Hovd","1994-01-14"
1515346,"Shanaga Bulagiyn Tal","Shanaga Bulagiyn Tal","Sang-te-k'o-t'a-ssu-chia-tzu-ko,Sang-te-k’o-t’a-ssu-chia-tzu-ko,Shanaga Bulagiyn Tal",46.38333,91,"V","GRSLD","MN","MN",12,NA,NA,NA,0,NA,1548,"Asia/Hovd","2012-01-17"
1515347,"Sha-lin-wu-la","Sha-lin-wu-la","Sha-lin-wu-la,Shalin Uul,Shalïn Uul",42.65,98.18333,"T","MT","MN","CN",0,NA,NA,NA,0,NA,1103,"Asia/Ulaanbaatar","2014-03-06"
1515348,"Sha-lin-ha-erh Shan-pao","Sha-lin-ha-erh Shan-pao","Sha-lin-ha-erh Shan-pao,Shalin Har Tolgoy,Shalïn Har Tolgoy",42.85,96.36667,"T","MT","MN","CN",0,NA,NA,NA,0,NA,1250,"Asia/Hovd","2014-03-06"
1515349,"Shalaiin Hudag","Shalaiin Hudag","Kolodets Shalain khuduk,Shalaiin Hudag,Shalayn Hudag,Shalayn khuduk Well",47.93333,99.71667,"H","WLL","MN","MN",1,NA,NA,NA,0,NA,2183,"Asia/Ulaanbaatar","2012-01-17"
1515350,"Shabiin Hüryee","Shabiin Huryee","Shabiin Huryee,Shabiin Hüryee,Shabiin khure",48.91667,91.28333,"P","PPL","MN","MN",19,NA,NA,NA,0,NA,1314,"Asia/Hovd","2012-01-17"
1515351,"Shabariin Gol","Shabariin Gol","Reka Shabri-gol,Reka Shabrin kol,Shabar gol,Shabariin Gol,Shaberin,Shabrin",49.71667,97.48333,"H","STM","MN","MN",13,NA,NA,NA,0,NA,1945,"Asia/Ulaanbaatar","2012-01-17"
1515352,"Shabar Gol","Shabar Gol","Reka Shiberi,Shabar Gol,Shabyr-Gol,Shiberi Kawa,Shiverin gol",47.95,91.56667,"H","STM","MN","MN",12,NA,NA,NA,0,NA,1443,"Asia/Hovd","2012-01-17"
1515353,"Tun-pa-ssu-t’ao","Tun-pa-ssu-t'ao","Shaahaytin Bulag,Shaahaytïn Bulag,Tun-pa-ssu-t'ao,Tun-pa-ssu-t’ao",45.71667,90.7,"H","SPNG","MN","CN",0,NA,NA,NA,0,NA,1088,"Asia/Hovd","2014-03-06"
1515354,"Sha-chan-t’e Kou","Sha-chan-t'e Kou","Sha-chan-t'e Kou,Sha-chan-t’e Kou,Shaadzantin Sayr,Shaadzantïn Sayr",45.03333,92.76667,"H","WAD","MN","CN",0,NA,NA,NA,0,NA,1397,"Asia/Hovd","2014-03-06"
1515355,"Setetiin Gol","Setetiin Gol","",48.85,93.33333,"H","STM","MN","",19,NA,NA,NA,0,NA,1033,"Asia/Hovd","1994-01-14"
1515356,"Serteng Uula","Serteng Uula","Ch'a-erh-tung Shan,Ch’a-erh-tung Shan,Gory Serteng Ula,Serten Uula,Serteng Uul,Serteng Uula",45.73333,92.5,"T","MTS","MN","MN",12,NA,NA,NA,0,NA,1601,"Asia/Hovd","2012-01-17"
1515357,"Serh Uul","Serh Uul","Serh Uul,Serkh Uul",46,97.25,"T","MTS","MN","MN",10,NA,NA,NA,0,NA,2878,"Asia/Hovd","2012-01-17"
1515358,"Serhe Uula","Serhe Uula","Gora Serkhe ula,Serhe Uul,Serhe Uula",50.41667,99.43333,"T","MT","MN","MN",13,NA,NA,NA,0,NA,2595,"Asia/Ulaanbaatar","2012-01-17"
1515359,"Serbeng Hayrhan Uula","Serbeng Hayrhan Uula","Gora Serbeng khayrkhan ula,Serben Hayrhan Uula,Serbeng Hayrhan Uula,Serreng Hayrhan Uul",43.71667,97.53333,"T","MT","MN","MN",10,NA,NA,NA,0,NA,1082,"Asia/Hovd","2012-01-17"
1515360,"Seph Uul","Seph Uul","",45.96667,97.31667,"T","MT","MN","",10,NA,NA,NA,0,NA,2876,"Asia/Hovd","1994-01-14"
1515361,"Sen-chi-ha-erh-wu-la","Sen-chi-ha-erh-wu-la","Sen-chi-ha-erh-wu-la,Senjitiyn Har Uul",45.11667,91.33333,"T","MT","MN","CN",0,NA,NA,NA,0,NA,1562,"Asia/Hovd","2014-03-06"
1515362,"Senjit Har","Senjit Har","Senjit Har,T'ieh-ssu-k'o-t'a-ssu,T’ieh-ssu-k’o-t’a-ssu",45.11667,91.31667,"H","RVN","MN","CN",0,NA,NA,NA,0,NA,1620,"Asia/Hovd","2014-03-06"
1515363,"Senguty Gol","Senguty Gol","",48.08333,89,"H","STM","MN","",3,NA,NA,NA,0,NA,2310,"Asia/Hovd","1994-01-14"
1515364,"Sayrïn Hüren Ovoo","Sayrin Huren Ovoo","Sai-jen-hu-jeng-ao-pao,Sayrin Huren Ovoo,Sayrïn Hüren Ovoo",42.76667,97.31667,"S","CARN","MN","MN",10,NA,NA,NA,0,NA,1204,"Asia/Hovd","2012-01-17"
1515365,"Sayriin Hushuu Bulag","Sayriin Hushuu Bulag","Rodnik Sayriin khoshu bulak,Sayriin Hoshuu Bulag,Sayriin Hushuu Bulag",43.55,96.08333,"H","SPNG","MN","MN",10,NA,NA,NA,0,NA,924,"Asia/Hovd","2012-01-17"
1515366,"Sayriin Hudag","Sayriin Hudag","Kolodets Sayrin khuduk,Sayriin Hudag",46.3,99.75,"H","WLL","MN","MN",2,NA,NA,NA,0,NA,2278,"Asia/Ulaanbaatar","2012-01-17"
1515367,"Sayn-Ust","Sayn-Ust","Hohmorit,Hohmorĭt,Hoho Morito Suma,Hoho moritu,Hoho moritu sumu,Höhö Morito Suma,Höhö moritu sumu,Höhö moritü,Khokhmor't,Khukhu-Moritu,Khukhu-Moritu Somon,Koko Moritu Sume,Kökö Möritu Sume",47.35732,94.52448,"P","PPLA2","MN","MN",10,NA,NA,NA,0,NA,1448,"Asia/Hovd","2007-10-22"
1515368,"Sayn Hudag","Sayn Hudag","Kolodets Sayn khuduk,Sayn Hudag,Soyn Hudag",44.63333,99.5,"H","WLL","MN","MN",2,NA,NA,NA,0,NA,1936,"Asia/Ulaanbaatar","2012-01-17"
1515369,"Sayhan Devseg","Sayhan Devseg","Sai-han-te-pu-se-ko,Sayhan Devseg",45.03333,92.4,"T","HLL","MN","MN",12,NA,NA,NA,0,NA,2364,"Asia/Hovd","2012-01-17"
1515372,"Sarig Uula","Sarig Uula","Gora Sarik ula,Sarig Uula,Sarik Uul",43.23333,99.83333,"T","MT","MN","MN",14,NA,NA,NA,0,NA,1359,"Asia/Ulaanbaatar","2012-01-17"
1515373,"Saptïn Nuur","Saptin Nuur","",48.76667,88.6,"H","LK","MN","",3,NA,NA,NA,0,NA,2261,"Asia/Hovd","1994-01-14"
1515374,"Santayn Hüryee","Santayn Huryee","Santayn Huryee,Santayn Hüryee,Santuin khure,Santuyn Khure",47.01667,97.01667,"P","PPL","MN","MN",9,NA,NA,NA,0,NA,2342,"Asia/Hovd","2012-01-17"
1515375,"Santa Oboo","Santa Oboo","Santa Oboo,Santu Obo",47.83333,94.21667,"S","CARN","MN","MN",9,NA,NA,NA,0,NA,1250,"Asia/Hovd","2012-01-17"
1515376,"Sangiyn Dalay Nuur","Sangiyn Dalay Nuur","Ozero Sangiin dalay nur,Ozero Sangin-Dalay,Ozero Sangyn-Dalay,San-ch'in-ta-lai Hu,San-ch’in-ta-lai Hu,Sang-chin-ta-lai Po,Sanggin Dalai,Sangiin Dalay,Sangiin dalay Nuur,Sangin Dalai,Sangiyn Dalay,Sangiyn Dalay Nuur",49.26361,98.98528,"H","LK","MN","MN",13,NA,NA,NA,0,NA,1890,"Asia/Ulaanbaatar","2012-01-17"
1515377,"Sangiyn Dalay Nuur","Sangiyn Dalay Nuur","Ozero Sangiin dalay-nur,Ozero Sangin-Dalay-Nur,Sangiin Dalay Nuur,Sangin-dalay,Sangiyn Dalay Nuur",47.4,94.95,"H","LK","MN","MN",10,NA,NA,NA,0,NA,1349,"Asia/Hovd","2012-01-17"
1515378,"Sangiyn Dalay","Sangiyn Dalay","Erdene,Erdeni,Erdeni Somon,Erdeni Suma,Erdeni Sume,Erdeni sumu,Sangiyn Dalay",45.13333,97.75,"P","PPLA2","MN","",10,NA,NA,NA,0,NA,2411,"Asia/Hovd","2012-01-17"
1515379,"Sangiin Dalay Nuur","Sangiin Dalay Nuur","Ozero Sangiin dalay nur,Sangiin Dalay Nuur",45.66667,94.25,"H","LK","MN","MN",10,NA,NA,NA,0,NA,2735,"Asia/Hovd","2012-01-17"
1515380,"Sangiin Dalayn Hüryee","Sangiin Dalayn Huryee","Sangiin Dalayn Huryee,Sangiin Dalayn Hüryee,Sangiin Dalayn Khure,Sangiin dalayiin hurie,Sangiin dalayin hurie,Sangiin-Dalayn-Huree,Sangiin-Dalayn-Hüree,Sangin Dalain Khure,Sangin-Dalayn-Khure",45.15,97.76667,"P","PPL","MN","",10,NA,NA,NA,0,NA,2427,"Asia/Hovd","2012-01-17"
1515381,"Sangiin Dalay Hüryee","Sangiin Dalay Huryee","Sangiin Dalay Huryee,Sangiin Dalay Hüryee,Sangin Dalay Khure",46.95,97.76667,"P","PPL","MN","MN",2,NA,NA,NA,0,NA,2721,"Asia/Hovd","2012-01-17"
1515382,"Sang-tai-che-pu Shan","Sang-tai-che-pu Shan","Sanduyjav Uul,Sang-tai-che-pu Shan",44.98333,93.31667,"T","MT","MN","CN",0,NA,NA,NA,0,NA,2376,"Asia/Hovd","2014-03-06"
1515383,"Sallaniyn Davaa","Sallaniyn Davaa","",51.1,98.16667,"T","PASS","MN","",13,NA,NA,NA,0,NA,2400,"Asia/Ulaanbaatar","1994-01-14"
1515384,"Salgar","Salgar","",44.91667,96.75,"P","PPL","MN","",10,NA,NA,NA,0,NA,1173,"Asia/Hovd","1994-01-14"
1515385,"Salaa Nuur","Salaa Nuur","Sa-la-no-erh,Salaa Nuur",48.53333,88.18333,"H","LK","MN","MN",3,NA,NA,NA,0,NA,2429,"Asia/Hovd","2012-01-17"
1515386,"Sagsay Gol","Sagsay Gol","Reka Saksay,Sagsain Gol,Sagsay Gol,Sagsayn Gol",48.933,89.5167,"H","STM","MN","MN",3,NA,NA,NA,0,NA,1751,"Asia/Hovd","2014-07-29"
1515387,"Sagsay Gol","Sagsay Gol","Reka Saksay,Sagsain,Sagsay Gol,Sagsayn Gol,Sagsayn Gor,Sakusai Kawa,Sakusai-goru Kawa",44.96667,96.36667,"H","STM","MN","MN",10,NA,NA,NA,0,NA,1087,"Asia/Hovd","2012-01-17"
1515388,"Sagil Gol","Sagil Gol","Bodkhon,Bodohon,Reka Saklya,Sagil Gol,Sagli Gol,Saglis River,Saglya,Saklia River",50.26667,92.35,"H","STM","MN","MN",19,NA,NA,NA,0,NA,759,"Asia/Hovd","2012-01-17"
1515389,"Rolty Gol","Rolty Gol","",48.46667,89.48333,"H","STM","MN","",3,NA,NA,NA,0,NA,2034,"Asia/Hovd","1994-01-14"
1515390,"Rashaantïn Gol","Rashaantin Gol","A-erh-shan-t'ing-kao-te,A-erh-shan-t’ing-kao-te,Rashaantin Gol,Rashaantïn Gol",47.83333,90.66667,"H","STM","MN","MN",3,NA,NA,NA,0,NA,2170,"Asia/Hovd","2012-01-17"
1515391,"A-erh-shan-t’u-ta-fan","A-erh-shan-t'u-ta-fan","A-erh-shan-t'u-ta-fan,A-erh-shan-t’u-ta-fan,Rashaantin Davaa,Rashaantïn Davaa",47.7,90.25,"T","PASS","MN","CN",0,NA,NA,NA,0,NA,3276,"Asia/Hovd","2014-03-06"
1515392,"Rashaant","Rashaant","Deliin,Deluun,Delüün,Hoshog Suma,Khosak Suma,Khoshak,Khoshak Sumu,Khoshak somon,Koshag Suma,Rashaant",47.76667,90.83333,"P","PPLA2","MN","",3,NA,NA,NA,0,NA,2052,"Asia/Hovd","2012-01-17"
1515393,"Pyurelin Gol","Pyurelin Gol","",48.46667,88.91667,"H","STM","MN","",3,NA,NA,NA,0,NA,2268,"Asia/Hovd","1994-01-14"
1515394,"Prjyövalĭskiyn Mösön Gol","Prjyovaliskiyn Moson Gol","",49.13333,87.91667,"H","GLCR","MN","",3,NA,NA,NA,0,NA,3141,"Asia/Hovd","1994-01-14"
1515396,"Potaninï Gol","Potanini Gol","",48.7,88.15,"H","STM","MN","",3,NA,NA,NA,0,NA,2383,"Asia/Hovd","1994-01-14"
1515397,"Postigiyn Gol","Postigiyn Gol","Po-ssu-t'a-kai-yin-kao-le,Po-ssu-t’a-kai-yin-kao-le,Postigiyn Gol",48.7,88.18333,"H","STM","MN","MN",3,NA,NA,NA,0,NA,2095,"Asia/Hovd","2012-01-17"
1515398,"Pu-ti-wu-ha-na-ssu-ta-fan","Pu-ti-wu-ha-na-ssu-ta-fan","Postigiyn Davaa,Pu-ti-wu-ha-na-ssu-ta-fan",49.01667,87.86667,"T","PASS","MN","CN",0,NA,NA,NA,0,NA,2819,"Asia/Hovd","2014-03-06"
1515399,"Pao-mi-hu-tu-k’o Hudag","Pao-mi-hu-tu-k'o Hudag","",42.98333,98.91667,"H","WLL","MN","",2,NA,NA,NA,0,NA,1461,"Asia/Ulaanbaatar","1994-01-14"
1515400,"Oygor","Oygor","Oigor,Oygor,Oïgor,Uygar",49.16667,89.28333,"P","PPL","MN","MN",3,NA,NA,NA,0,NA,1810,"Asia/Hovd","2012-01-17"
1515401,"Oygon Nuur","Oygon Nuur","Ogon Nor,Oigon Nor,Oigon Nuur,Oygon Nuur,Ozero Oygon nur,Ozero Oygon-nor,Oïgon Nuur",49.16667,96.6,"H","LK","MN","MN",9,NA,NA,NA,0,NA,1666,"Asia/Hovd","2012-01-17"
1515402,"Oygon","Oygon","Oygon,Tudehvtehj,Tudentei,Tudevtey,Tüdenteï,Tüdevtey,Тудэвтэй",48.98562,96.54339,"P","PPLA2","MN","MN",9,NA,NA,NA,0,NA,1766,"Asia/Hovd","2007-10-28"
1515403,"Ovoot Tolgoy","Ovoot Tolgoy","Ao-pao-t'e-t'ao-le-kai,Ao-pao-t’e-t’ao-le-kai,Ovoot Tolgoy",48.73333,88.15,"T","MT","MN","MN",3,NA,NA,NA,0,NA,2084,"Asia/Hovd","2012-01-17"
1515404,"Ovoot","Ovoot","Ovoot,Owoot",46.6,94.83333,"P","PPL","MN","MN",10,NA,NA,NA,0,NA,1626,"Asia/Hovd","2012-01-17"
1515405,"Telmin Suma","Telmin Suma","OEvoegdiy,Ovgodiy,Ovogdiy,Tehlmehn,Tel'min sumu,Telmen,Telmin,Telmin Suma,Telmin somon,Tel’min sumu,Övgödiy,Övögdiy,Тэлмэн",48.64278,97.61861,"P","PPLA2","MN","",9,NA,NA,NA,0,NA,1794,"Asia/Hovd","2012-01-17"
1515406,"Övchüün Uul","Ovchuun Uul","Ao-fu-ch'in-wu-la,Ao-fu-ch’in-wu-la,Ovchuun Uul,Övchüün Uul",48.03333,89.38333,"T","MT","MN","MN",3,NA,NA,NA,0,NA,2968,"Asia/Hovd","2012-01-17"
1515407,"Otog Uul","Otog Uul","Gora Otog,Otog Uul",48.3,94.18333,"T","MT","MN","MN",9,NA,NA,NA,0,NA,1728,"Asia/Hovd","2012-01-17"
1515408,"Otgon Tenger Uul","Otgon Tenger Uul","Bogdo-ula,Gora Ochir-Bain,Gora Ochur-Vani,Gora Othan Tengri,Ochir-Vani,Ochir-van,Ochiru-uani Yama,Odhon Hayrhan Uula,Odhon Tengri Uula,Odkhan Khayrkhan Ula,Otgon Tenger Uul,Otgon-Tanger Peak,Othan tengri uula,Otkhon-Tengri,Otkhon-khayrkhan,Otohon-tenguri,Peace Peak",47.60755,97.55516,"T","MT","MN","MN",9,NA,NA,NA,0,4008,3901,"Asia/Hovd","2013-05-02"
1515409,"Rodnik Oshigiin usu","Rodnik Oshigiin usu","Oshoogiin Usa,Rodnik Oshigiin usu,Öshöögiin Usa",45.58333,90.96667,"H","SPNG","MN","",12,NA,NA,NA,0,NA,1316,"Asia/Hovd","2012-01-17"
1515410,"Orshon Bulag","Orshon Bulag","Orshan bulak,Orshon Bulag",49.43333,93.01667,"H","SPNG","MN","MN",19,NA,NA,NA,0,NA,1322,"Asia/Hovd","2012-01-17"
1515411,"Orïn Bayn Salaa","Orin Bayn Salaa","Ao-jen-pa-yin-sa-la,Orin Bayn Salaa,Orïn Bayn Salaa",48.11667,88.95,"T","MT","MN","MN",3,NA,NA,NA,0,NA,2428,"Asia/Hovd","2012-01-17"
1515412,"Orgoytoyn Hudag","Orgoytoyn Hudag","Kolodets Orgoytuin khuduk,Orgoytoyn Hudag",47.26667,95.26667,"H","WLL","MN","MN",10,NA,NA,NA,0,NA,1679,"Asia/Hovd","2012-01-17"
1515413,"Örgöstiyn Höndiy","Orgostiyn Hondiy","Orgostiyn Hondiy,Wo-erh-kuo-ssu-t'ing-hun-ti,Wo-erh-kuo-ssu-t’ing-hun-ti,Örgöstiyn Höndiy",44.61667,94.31667,"H","RVN","MN","MN",10,NA,NA,NA,0,NA,932,"Asia/Hovd","2012-01-17"
1515414,"Örgön Shirigiin Hüryee","Orgon Shirigiin Huryee","Orgon Shirigiin Huryee,Urgun Shirigin Khure,Örgön Shirigiin Hüryee",47.23333,97.28333,"P","PPL","MN","MN",9,NA,NA,NA,0,NA,2407,"Asia/Hovd","2012-01-17"
1515415,"Orgil Uul","Orgil Uul","",48.95,94.3,"T","MT","MN","",19,NA,NA,NA,0,NA,1435,"Asia/Hovd","1994-01-14"
1515416,"Orgil","Orgil","Dzhargalant,Ihe jirgalantu sumu,Ikhe Djirgalantu Sume,Ikhe Jirgalantu,Ikhe chzhirgalatu somon,Ikhe-chzhirgalantu somon,Jargalant,Orgil,Yihe Jirgalanta Suma,Джаргалант",48.58722,99.35083,"P","PPLA2","MN","",13,NA,NA,NA,0,NA,1551,"Asia/Ulaanbaatar","2012-01-17"
1515417,"Orgat Uul","Orgat Uul","Ao-erh-ka-t'e-wu-la,Ao-erh-ka-t’e-wu-la,Orgat Uul",45.23333,91.08333,"T","MT","MN","MN",12,NA,NA,NA,0,NA,2062,"Asia/Hovd","2012-01-17"
1515418,"Oomïn Bulag","Oomin Bulag","Ao-min-pu-la-ko,Oomin Bulag,Oomïn Bulag",45.11667,91.35,"H","SPNG","MN","MN",12,NA,NA,NA,0,NA,1648,"Asia/Hovd","2012-01-17"
1515419,"Onkatu Nuur","Onkatu Nuur","",48.68333,88.58333,"H","LK","MN","",3,NA,NA,NA,0,NA,2111,"Asia/Hovd","1994-01-14"
1515420,"Ongon Ulaan Uul","Ongon Ulaan Uul","Gora Ongon ulan ula,Ongon Ulaan Uul,Ongon Ulaan Uula",43.47611,99.3125,"T","MT","MN","MN",0,NA,NA,NA,0,NA,1109,"Asia/Ulaanbaatar","2012-01-17"
1515421,"Ongiyn Tal","Ongiyn Tal","Ongiyn Tal,Weng-ken Ts'ao-yuan,Weng-ken Ts’ao-yüan",46.33333,90.95,"T","PLN","MN","MN",12,NA,NA,NA,0,NA,1445,"Asia/Hovd","2012-01-17"
1515422,"Öndör Ulaan Uul","Ondor Ulaan Uul","Ondor Ulaan Uul,Wen-to-erh-wu-lan-wu-la,Öndör Ulaan Uul",44.51667,94.46667,"T","MT","MN","MN",10,NA,NA,NA,0,NA,974,"Asia/Hovd","2012-01-17"
1515423,"Öndör Uhaa Davaa","Ondor Uhaa Davaa","",49.81667,99.61667,"L","AREA","MN","",13,NA,NA,NA,0,NA,1770,"Asia/Ulaanbaatar","1994-01-14"
1515424,"Gora Undur khukhe ula","Gora Undur khukhe ula","Gora Undur khukhe ula,Ondor Hoh Uul,Ondor Hoho Uula,Öndör Höh Uul,Öndör Höhö Uula",51.68333,99.71667,"T","MT","MN","",13,NA,NA,NA,0,NA,2521,"Asia/Ulaanbaatar","2012-01-17"
1515425,"Wen-to-erh-hai-erh-han Shan","Wen-to-erh-hai-erh-han Shan","Ondor Hayrhan Uul,Wen-to-erh-hai-erh-han Shan,Öndör Hayrhan Uul",48.33333,88.6,"T","MT","MN","CN",0,NA,NA,NA,0,NA,3575,"Asia/Hovd","2014-03-06"
1515426,"Pi-i-k’o-la-ch’üeh-k’o","Pi-i-k'o-la-ch'ueh-k'o","Ondor Har Uul,Pi-i-k'o-la-ch'ueh-k'o,Pi-i-k’o-la-ch’üeh-k’o,Öndör Har Uul",45.2,91.08333,"T","MT","MN","CN",0,NA,NA,NA,0,NA,2486,"Asia/Hovd","2014-03-06"
1515427,"Öndörhangay-Sum","Ondorhangay-Sum","",49.68333,95.06667,"P","PPL","MN","",19,NA,NA,NA,0,NA,1361,"Asia/Hovd","1994-01-14"
1515428,"Öndör Godzogor Uula","Ondor Godzogor Uula","Gora Undur gotszogor ula,Ondor Godzogor Uula,Öndör Godzogor Uula",43.98333,98.21667,"T","MT","MN","MN",2,NA,NA,NA,0,NA,1662,"Asia/Ulaanbaatar","2012-01-17"
1515429,"Wen-to-erh-te-le","Wen-to-erh-te-le","Ondor Del,Wen-to-erh-te-le,Öndör Del",42.73333,96.51667,"T","PK","MN","CN",0,NA,NA,NA,0,NA,1407,"Asia/Ulaanbaatar","2014-03-06"
1515430,"Gora Undur","Gora Undur","Gora Undur,Ondor,Ondor Uul,Öndör,Öndör Uul",43.13333,97.7,"T","MT","MN","",10,NA,NA,NA,0,NA,1561,"Asia/Hovd","2012-01-17"
1515431,"Önchin Tolgoy","Onchin Tolgoy","Onchin Tolgoy,Wen-ch'in-t'ao-le-kai,Wen-ch’in-t’ao-le-kai,Önchin Tolgoy",44.8,94,"T","MT","MN","MN",10,NA,NA,NA,0,NA,932,"Asia/Hovd","2012-01-17"
1515432,"Ömnö Hayrhan Uul","Omno Hayrhan Uul","Omno Hayrhan Uul,Omno Khairkhan Uul,Omnohayrhan,Ömnö Hayrhan Uul,Ömnö Khaïrkhan Uul,Ömnöhayrhan",47.26667,93.08333,"T","MT","MN","MN",12,NA,NA,NA,0,NA,2671,"Asia/Hovd","2012-01-17"
1515433,"Ömnö Gol","Omno Gol","",48.95,89.58333,"H","STM","MN","",3,NA,NA,NA,0,NA,1883,"Asia/Hovd","1994-01-14"
1515434,"Olon Bulagiin Bayshing","Olon Bulagiin Bayshing","Olon Bulagiin Bayshin,Olon Bulagiin Bayshing",46.53333,98.61667,"P","PPL","MN","MN",2,NA,NA,NA,0,NA,2346,"Asia/Ulaanbaatar","2012-01-17"
1515435,"Olon Bulag","Olon Bulag","Ao-lun-pu-la-ko,Olon Bulag",45.15,91.28333,"H","SPNG","MN","",12,NA,NA,NA,0,NA,1747,"Asia/Hovd","2012-01-17"
1515436,"Ölgii","OElgii","Bayan-Ulegey,OElgii,OElgiy,Olgii,Ologey,ULG,Ul'gey,Ulegei,Ulegey,Ulegy,Ulgij,Ölgii,Ölgiy,Ölögey,Улгий,Өлгий",48.96833,89.9625,"P","PPLA","MN","",3,NA,NA,NA,28400,NA,1715,"Asia/Hovd","2016-12-11"
